subset,r_value,subset_scores,fairness_goal,utility_ratio,method,wall_time,total_positions_seen,position_seen_prop,count_White,count_Black,count_Asian,count_AmIn,count_Other,sa_count,ra_count,data_name
"[45929 48629 38856 16422 32918 38334  6524 20283 23467 39084 28318 39917
 26593 31111  4656  6225 10962 15737 32907 34461 24295 37343 17538  4625
  6751 37262 42768 13422 12093 10661 19740 33797 18189 25195 30115 24376
 10033 16847 47926  1216 28264  8710 38873 45470 39163 25359 18252 14779
  9072 40866 24983 10964 16740 26825 35752  3368  7629 10771 30913 41982
 24105 27635 40366 15279  5098  5473 14117 27640  7090 28294  7517 33904
 41215 47185  1246  1616  2361  5588 12141 18882 24673 29806 33443 33692
 36448 37784 39419 40415  8742 24638  1682  2319 10366 13499 19900 29635
 33263 41557 47739 18654]",10,"[100113. 100098. 100095. 100094. 100094. 100094. 100093. 100093. 100093.
 100092. 100073. 100073. 100072. 100064. 100051. 100049. 100049. 100048.
 100048. 100048. 100082. 100074. 100071. 100069. 100064. 100064. 100063.
 100062. 100059. 100054.  27885.  27881.  15079.  15077.  15073.  14397.
  14133.  13617.  13600.   7738. 100084. 100079. 100049.  13620.   8667.
   7751.   7745.   7740.   7361.   7351. 100087. 100085. 100085. 100085.
 100085. 100084. 100084. 100084. 100083. 100083. 100082. 100082. 100082.
 100080. 100079. 100079. 100079. 100078. 100077. 100077. 100075. 100075.
 100075. 100075. 100074. 100074. 100074. 100074. 100074. 100074. 100074.
 100074. 100074. 100074. 100074. 100074. 100074. 100074. 100073. 100073.
 100072. 100072. 100072. 100072. 100072. 100072. 100072. 100072. 100072.
 100070.]",rooney 10,0.8524534648421626,fair-fagins,72.01291823387146,132384,0.6776135293395029,60,10,10,10,10,16073,68092,adult
"[30244  5473 47739 34998 40366 13499 24295 47185 26593 32090 19900 26825
 34385 23467 39038 29806 15604 28264 39084  6524  2361 45600 33263  1682
 48629 39917 42935 22361 15279 10964 41982 33692 14117  5588 33904 12141
  2319 18654 35752 36448 33443 18882 39419 30913 24983 12677 42639 28294
 10771 24638  3368  6751  1616 19080 41557 41215 32918 34729 38024 24105
  5098 22385 29635 41840 16422 45929 27640 38334 37343  8742 37784 40748
  7629  7090 27635 42262 18463 24510 37176  7745 28318 16740 35830 14238
 31828 17538 40415  7517 24008 24673 33253 18408 14579 38856 20283  1246
 10366  4625  8710 47011]",0,"[100069. 100079. 100072. 100069. 100082. 100072. 100082. 100075. 100072.
 100067. 100072. 100085. 100065. 100093. 100070. 100074. 100067. 100084.
 100092. 100093. 100074. 100067. 100072. 100072. 100098. 100073. 100068.
 100070. 100080. 100085. 100083. 100074. 100079. 100074. 100075. 100074.
 100072. 100070. 100085. 100074. 100074. 100074. 100074. 100083. 100087.
 100065. 100070. 100077. 100084. 100073. 100084. 100064. 100074. 100069.
 100072. 100075. 100094. 100064. 100068. 100082. 100079. 100067. 100072.
 100067. 100094. 100113. 100078. 100094. 100074. 100073. 100074. 100068.
 100084. 100077. 100082. 100064. 100064. 100064. 100065. 100064. 100073.
 100085. 100064. 100064. 100068. 100071. 100074. 100075. 100064. 100074.
 100068. 100064. 100068. 100095. 100093. 100074. 100072. 100069. 100079.
 100070.]",rooney 0,1.0,fair-ta,1.0821585655212402,3804,0.019470947135661932,90,3,5,0,2,245,2911,adult
"[45929 39917 24295 19740 28264  1246 47739 38334  8710 29806 30244 37176
 37343 32090 17538 23467 42639  5473 39084 40415 31828 42935 15604  8742
 15279 13499  4625 26593  2319 14117 41982  1682 16740 19900 45600 22361
 35752 10964 41840  6524 10366  5588 40366 24638 34385  2361 18882 12677
 39419 26825 30913 28294 48629 14579 10771 16422 24983 24008 24510 33443
 38024 34998  5098 41557  7629  3368 47011 19080 27640 33904 40748 27635
 37784 18654 24105 28318  7090 42262  4898 38856 39038 47185 33253 12141
 35830  2103 20283 32918 36448  1616 18463 24673 29635 34729 17789  7517
 22385 33263 33692 41215]",1,"[100113. 100073. 100082.  27885. 100084. 100074. 100072. 100094. 100079.
 100074. 100069. 100065. 100074. 100067. 100071. 100093. 100070. 100079.
 100092. 100074. 100068. 100068. 100067. 100073. 100080. 100072. 100069.
 100072. 100072. 100079. 100083. 100072. 100085. 100072. 100067. 100070.
 100085. 100085. 100067. 100093. 100072. 100074. 100082. 100073. 100065.
 100074. 100074. 100065. 100074. 100085. 100083. 100077. 100098. 100068.
 100084. 100094. 100087. 100064. 100064. 100074. 100068. 100069. 100079.
 100072. 100084. 100084. 100070. 100069. 100078. 100075. 100068. 100082.
 100074. 100070. 100082. 100073. 100077. 100064. 100064. 100095. 100070.
 100075. 100068. 100074. 100064. 100064. 100093. 100094. 100074. 100074.
 100064. 100074. 100072. 100064. 100064. 100075. 100067. 100072. 100074.
 100075.]",rooney 1,0.9927875389169027,fair-ta,0.8958485126495361,4848,0.02481470865238934,90,3,4,1,2,312,3708,adult
"[48629 45929 28318 39917 37343 24295 19740 33797 28264  8710  7090 41557
 33263 30913 31828 38856 33253  3368 36448 20283 29635 37784 40748  1246
 29806 34998 47739 35752  7629 37176 17538 42639  8742 30244 32090 19900
 24638 47185 23467 14117 15604 10771 45600 10366 22385 15279  1682  2319
 18882 12677 40415 22361 13499 33692 39038  7517 14579 39419 26825  5473
 10964 39084 38024 34385  2361  4625 24983 19080 47011 28294 33443 18654
  6524 12141 33904 41215 32918 41840  5098 42262 18463 27640 40366 42935
  3105  4898 35830 27635 14238 38334  5588 41982 24105 24673  2103 24510
 26593  1616 16740 16422]",2,"[100098. 100113. 100073. 100073. 100074. 100082.  27885.  27881. 100084.
 100079. 100077. 100072. 100072. 100083. 100068. 100095. 100068. 100084.
 100074. 100093. 100072. 100074. 100068. 100074. 100074. 100069. 100072.
 100085. 100084. 100065. 100071. 100070. 100073. 100069. 100067. 100072.
 100073. 100075. 100093. 100079. 100067. 100084. 100067. 100072. 100067.
 100080. 100072. 100072. 100074. 100065. 100074. 100070. 100072. 100074.
 100070. 100075. 100068. 100074. 100085. 100079. 100085. 100092. 100068.
 100065. 100074. 100069. 100087. 100069. 100070. 100077. 100074. 100070.
 100093. 100074. 100075. 100075. 100094. 100067. 100079. 100064. 100064.
 100078. 100082. 100068. 100064. 100064. 100064. 100082. 100064. 100094.
 100074. 100083. 100082. 100074. 100064. 100064. 100072. 100074. 100085.
 100094.]",rooney 2,0.9855746781352183,fair-ta,0.8030190467834473,4848,0.02481470865238934,89,3,4,2,2,312,3708,adult
"[48629 45929 38856 28318 26593 39917 17538 37343 24295 18189 33797 19740
  8710 38873 28264 32918 16422 33692  5098 33263 22361  2361 40366 14117
 35752  1246 38334 10366 12141 47011 31828 27635 34385 24105 24638 39038
  3368 10771  7090 20283 36448 47739  4625 32090 34998 42639  5588 40748
  7517 19080 23467 30244 15604 47185 15279 33253  2319  1616 29635 29806
  8742 22385 37176 14579  5473 12677 40415 38024 18654 18882 39419 39084
 19900 28294 24983 45600 37784  6751 18463 41557 42935  1682 42262 41215
 10964 33443  3105 41840 41982 35830 26825 13499 24008  6524 30913  7629
 24673 16740 33904 27640]",3,"[100098. 100113. 100095. 100073. 100072. 100073. 100071. 100074. 100082.
  15079.  27881.  27885. 100079. 100049. 100084. 100094. 100094. 100074.
 100079. 100072. 100070. 100074. 100082. 100079. 100085. 100074. 100094.
 100072. 100074. 100070. 100068. 100082. 100065. 100082. 100073. 100070.
 100084. 100084. 100077. 100093. 100074. 100072. 100069. 100067. 100069.
 100070. 100074. 100068. 100075. 100069. 100093. 100069. 100067. 100075.
 100080. 100068. 100072. 100074. 100072. 100074. 100073. 100067. 100065.
 100068. 100079. 100065. 100074. 100068. 100070. 100074. 100074. 100092.
 100072. 100077. 100087. 100067. 100074. 100064. 100064. 100072. 100068.
 100072. 100064. 100075. 100085. 100074. 100064. 100067. 100083. 100064.
 100085. 100072. 100064. 100093. 100083. 100084. 100074. 100085. 100075.
 100078.]",rooney 3,0.9770810831551927,fair-ta,2.9842448234558105,15192,0.07776094345030916,86,3,5,3,3,1040,12100,adult
"[48629 38856 16422 45929 26593 28318 39917 31111  4625 24295 37343 17538
 25195 33797 19740 18189 38873 45470  8710 28264 12141 33692 39084 34385
 41215 42935  8742 32918 10964 41557 24638 35752 33263 27635 19900  6524
  1246 20283 10366 40366  2361 10771 19080 47739 41840 38334  1616 24983
 36448 14117 33443  7090 45600 24673 32090 16740 23467 33253 18654  7517
 29806 37176 33904 31828 24105 40748 15604 15279  2319 37784 12677 26825
 34998 40415 41982  5098 18882 22361 30244 14579  5588 47185 29635 39419
 42639 28294  7629  1682  3368 22385 39038  5473 35830 47011 13499 18408
 27640 24008 30913 38024]",4,"[100098. 100095. 100094. 100113. 100072. 100073. 100073. 100064. 100069.
 100082. 100074. 100071.  15077.  27881.  27885.  15079. 100049.  13620.
 100079. 100084. 100074. 100074. 100092. 100065. 100075. 100068. 100073.
 100094. 100085. 100072. 100073. 100085. 100072. 100082. 100072. 100093.
 100074. 100093. 100072. 100082. 100074. 100084. 100069. 100072. 100067.
 100094. 100074. 100087. 100074. 100079. 100074. 100077. 100067. 100074.
 100067. 100085. 100093. 100068. 100070. 100075. 100074. 100065. 100075.
 100068. 100082. 100068. 100067. 100080. 100072. 100074. 100065. 100085.
 100069. 100074. 100083. 100079. 100074. 100070. 100069. 100068. 100074.
 100075. 100072. 100074. 100070. 100077. 100084. 100072. 100084. 100067.
 100070. 100079. 100064. 100070. 100072. 100064. 100078. 100064. 100083.
 100068.]",rooney 4,0.9599509010255366,fair-ta,2.8779823780059814,15252,0.07806805618115556,84,4,4,4,4,1044,12147,adult
"[38856 48629 32918 38334 45929 31111 26593 39917  4656 28318 17538  4625
 24295 37343  6751 18189 33797 19740 25195 30115 45470 39163 38873  8710
 28264 24105 22385 37784 29635  5473 31828 12141 40748  2361  7629 33692
 28294 39084 24638 47185 30244 42935 34998 47011  7517 14117  5098 16740
 41557 18654 19080 16422  1616 10964 41215 33443  1246 14579 37176 27640
 27635 34385 42639 47739 32090  8742 40415  3368 19900 23467 24983 45600
 15604 10366 15279 26825 33263 33904 13499 10771 22361 20283 24673 38024
  6524 39038 35752  7090  2319 30913 33253 29806 41840 41982  5588 18882
 40366 39419 36448  1682]",5,"[100095. 100098. 100094. 100094. 100113. 100064. 100072. 100073. 100051.
 100073. 100071. 100069. 100082. 100074. 100064.  15079.  27881.  27885.
  15077.  15073.  13620.   8667. 100049. 100079. 100084. 100082. 100067.
 100074. 100072. 100079. 100068. 100074. 100068. 100074. 100084. 100074.
 100077. 100092. 100073. 100075. 100069. 100068. 100069. 100070. 100075.
 100079. 100079. 100085. 100072. 100070. 100069. 100094. 100074. 100085.
 100075. 100074. 100074. 100068. 100065. 100078. 100082. 100065. 100070.
 100072. 100067. 100073. 100074. 100084. 100072. 100093. 100087. 100067.
 100067. 100072. 100080. 100085. 100072. 100075. 100072. 100084. 100070.
 100093. 100074. 100068. 100093. 100070. 100085. 100077. 100072. 100083.
 100068. 100074. 100067. 100083. 100074. 100074. 100082. 100074. 100074.
 100072.]",rooney 5,0.9423239934765194,fair-ta,6.539196252822876,28896,0.14790549117562754,80,5,5,5,5,2056,23598,adult
"[16422 38334 48629 32918 45929 38856 26593 28318 39917 31111 10962  4656
 37262 24295  4625 37343  6751 17538 25195 19740 24376 30115 18189 33797
 45470 25359 39163 38873 28264  8710  2361 19900 24105 15279  5098 40366
 36448  2319 39419 18654 12141 26825 22361 41557  7090 13499  5588 24673
 39038 28294 22385  1616 24983 20283 10366 31828 40748 30244 47185 41982
  5473 37784 34998 47011 33253 16740 42639 29806 29635 33904  1682  3368
 38024 14117 35752 19080  7517 40415 39084 42935 41215 14579 24638  6524
 10964 33443  7629  8742 27640 27635 33692  1246 47739 32090 33263 18882
 30913 10771 23467 15604]",6,"[100094. 100094. 100098. 100094. 100113. 100095. 100072. 100073. 100073.
 100064. 100049. 100051. 100064. 100082. 100069. 100074. 100064. 100071.
  15077.  27885.  14397.  15073.  15079.  27881.  13620.   7751.   8667.
 100049. 100084. 100079. 100074. 100072. 100082. 100080. 100079. 100082.
 100074. 100072. 100074. 100070. 100074. 100085. 100070. 100072. 100077.
 100072. 100074. 100074. 100070. 100077. 100067. 100074. 100087. 100093.
 100072. 100068. 100068. 100069. 100075. 100083. 100079. 100074. 100069.
 100070. 100068. 100085. 100070. 100074. 100072. 100075. 100072. 100084.
 100068. 100079. 100085. 100069. 100075. 100074. 100092. 100068. 100075.
 100068. 100073. 100093. 100085. 100074. 100084. 100073. 100078. 100082.
 100074. 100074. 100072. 100067. 100072. 100074. 100083. 100084. 100093.
 100067.]",rooney 6,0.9245371065679371,fair-ta,6.320306301116943,30172,0.1544367552516277,76,6,6,6,6,2154,24699,adult
"[48629 38334 16422 45929 38856 32918 20283 26593  4656 39917 28318 10962
 31111  6225 17538 42768  6751  4625 24295 37343 37262 18189 33797 30115
 25195 24376 19740 10033 45470 25359 39163 18252 28264  8710 38873  7517
 16740  7090 28294 33904 47739 30913 15279 33263 34998 41982 14579 10964
 13499 42639 27635  7629  8742 19900 33253  1616 14117 33692  2319 24638
 10366 40748 41557 35752 33443 29806 18882 40366 30244 22361  5588 39419
 23467 38024 10771 18654  5473 39038 40415  3368  1682 39084 27640 42935
 47185 24673 47011 24983 24105 12141 26825 19080 29635 37784  5098  2361
  6524 36448 41215  1246]",7,"[100098. 100094. 100094. 100113. 100095. 100094. 100093. 100072. 100051.
 100073. 100073. 100049. 100064. 100049. 100071. 100063. 100064. 100069.
 100082. 100074. 100064.  15079.  27881.  15073.  15077.  14397.  27885.
  14133.  13620.   7751.   8667.   7745. 100084. 100079. 100049. 100075.
 100085. 100077. 100077. 100075. 100072. 100083. 100080. 100072. 100069.
 100083. 100068. 100085. 100072. 100070. 100082. 100084. 100073. 100072.
 100068. 100074. 100079. 100074. 100072. 100073. 100072. 100068. 100072.
 100085. 100074. 100074. 100074. 100082. 100069. 100070. 100074. 100074.
 100093. 100068. 100084. 100070. 100079. 100070. 100074. 100084. 100072.
 100092. 100078. 100068. 100075. 100074. 100070. 100087. 100082. 100074.
 100085. 100069. 100072. 100074. 100079. 100074. 100093. 100074. 100075.
 100074.]",rooney 7,0.9067226404568315,fair-ta,6.293532371520996,30172,0.1544367552516277,72,7,7,7,7,2154,24699,adult
"[45929  6524 38856 20283 16422 48629 32918 38334  4656 28318 39917 26593
 32907 10962  6225 31111 37343 13422  6751  4625 42768 24295 17538 37262
 25195 33797 24376 10033 18189 16847 30115 19740 45470 18252 14779 39163
 28264  8710 38873 25359 24983 41557 36448 13499  2361  1682 47185 15279
  2319 35752 26825 14117 33904 33263 18882 10771  3368  1616 29635 29806
 10964 24105 18654 47011  7090 34998  7517 42639 10366 39038 24638 12141
  8742 19900  5098 41982 27640  1246 39419 28294 24673 47739 22361  5588
 27635 40415 33253 19080 16740 30244 39084 23467 30913  7629 33443  5473
 37784 33692 40366 41215]",8,"[100113. 100093. 100095. 100093. 100094. 100098. 100094. 100094. 100051.
 100073. 100073. 100072. 100048. 100049. 100049. 100064. 100074. 100062.
 100064. 100069. 100063. 100082. 100071. 100064.  15077.  27881.  14397.
  14133.  15079.  13617.  15073.  27885.  13620.   7745.   7740.   8667.
 100084. 100079. 100049.   7751. 100087. 100072. 100074. 100072. 100074.
 100072. 100075. 100080. 100072. 100085. 100085. 100079. 100075. 100072.
 100074. 100084. 100084. 100074. 100072. 100074. 100085. 100082. 100070.
 100070. 100077. 100069. 100075. 100070. 100072. 100070. 100073. 100074.
 100073. 100072. 100079. 100083. 100078. 100074. 100074. 100077. 100074.
 100072. 100070. 100074. 100082. 100074. 100068. 100069. 100085. 100069.
 100092. 100093. 100083. 100084. 100074. 100079. 100074. 100074. 100082.
 100075.]",rooney 8,0.8888556139814966,fair-ta,5.408390045166016,30172,0.1544367552516277,68,8,8,8,8,2154,24699,adult
"[ 6524 32918 38334 23467 16422 45929 20283 38856 48629 28318  4656 39917
 10962 34461 26593  6225 32907 31111  6751 13422 24295 42768 17538 37262
 37343  4625 12093 24376 19740 16847 18189 25195 30115 10033 47926 33797
 45470  9072 14779 25359 28264  8710 38873 18252 39163  7517 24983  5098
 12141  7629 24638 40366  3368 33692 13499 41557 33443 39038 27640  1246
 10771 27635 30913 10964 29806  2361 22361 47185 18882 39419  7090  5588
 35752 47739 28294 40415 26825  5473 47011 24673 37784 10366  1682 33904
 36448 14117 16740 18654 41215 33263 42639  8742 19900  1616 39084 24105
 41982 29635 15279  2319]",9,"[100093. 100094. 100094. 100093. 100094. 100113. 100093. 100095. 100098.
 100073. 100051. 100073. 100049. 100048. 100072. 100049. 100048. 100064.
 100064. 100062. 100082. 100063. 100071. 100064. 100074. 100069. 100059.
  14397.  27885.  13617.  15079.  15077.  15073.  14133.  13600.  27881.
  13620.   7361.   7740.   7751. 100084. 100079. 100049.   7745.   8667.
 100075. 100087. 100079. 100074. 100084. 100073. 100082. 100084. 100074.
 100072. 100072. 100074. 100070. 100078. 100074. 100084. 100082. 100083.
 100085. 100074. 100074. 100070. 100075. 100074. 100074. 100077. 100074.
 100085. 100072. 100077. 100074. 100085. 100079. 100070. 100074. 100074.
 100072. 100072. 100075. 100074. 100079. 100085. 100070. 100075. 100072.
 100070. 100073. 100072. 100074. 100092. 100082. 100083. 100072. 100080.
 100072.]",rooney 9,0.8709484177981385,fair-ta,6.179738998413086,30204,0.1546005487080791,64,9,9,9,9,2156,24723,adult
"[16422 32918 23467 48629 38334 39084 45929 20283 38856  6524 10962 34461
 39917 15737 31111 32907  6225 26593  4656 28318  4625 13422 17538 24295
 42768 37262  6751 10661 37343 12093 24376  1216 18189 25195 10033 16847
 47926 30115 33797 19740 39163  9072 14779 25359 28264  8710 38873 40866
 18252 45470 13499 41215  2319  7090 27635 12141 24638  1682  5588 18882
 47739 33904  1616 10366 29806 24983 29635 24673  5473 39419 10964  2361
  5098  7517  8742 26825 19900 28294 47185 36448  7629 33692 40366 41557
 16740 35752 37784 40415  1246  3368 33263 41982 47011 24105 33443 10771
 14117 27640 15279 30913]",10,"[100094. 100094. 100093. 100098. 100094. 100092. 100113. 100093. 100095.
 100093. 100049. 100048. 100073. 100048. 100064. 100048. 100049. 100072.
 100051. 100073. 100069. 100062. 100071. 100082. 100063. 100064. 100064.
 100054. 100074. 100059.  14397.   7738.  15079.  15077.  14133.  13617.
  13600.  15073.  27881.  27885.   8667.   7361.   7740.   7751. 100084.
 100079. 100049.   7351.   7745.  13620. 100072. 100075. 100072. 100077.
 100082. 100074. 100073. 100072. 100074. 100074. 100072. 100075. 100074.
 100072. 100074. 100087. 100072. 100074. 100079. 100074. 100085. 100074.
 100079. 100075. 100073. 100085. 100072. 100077. 100075. 100074. 100084.
 100074. 100082. 100072. 100085. 100085. 100074. 100074. 100074. 100084.
 100072. 100083. 100070. 100082. 100074. 100084. 100079. 100078. 100080.
 100083.]",rooney 10,0.8524534648421626,fair-ta,6.384329557418823,30204,0.1546005487080791,60,10,10,10,10,2156,24723,adult
"[30244  5473 47739 34998 40366 13499 24295 47185 26593 32090 19900 26825
 34385 23467 39038 29806 15604 28264 39084  6524  2361 45600 33263  1682
 48629 39917 42935 22361 15279 10964 41982 33692 14117  5588 33904 12141
  2319 18654 35752 36448 33443 18882 39419 30913 24983 12677 42639 28294
 10771 24638  3368  6751  1616 19080 41557 41215 32918 34729 38024 24105
  5098 22385 29635 41840 16422 45929 27640 38334 37343  8742 37784 40748
  7629  7090 27635 42262 18463 24510 37176  7745 28318 16740 35830 14238
 31828 17538 40415  7517 24008 24673 33253 18408 14579 38856 20283  1246
 10366  4625  8710 47011]",0,"[100069. 100079. 100072. 100069. 100082. 100072. 100082. 100075. 100072.
 100067. 100072. 100085. 100065. 100093. 100070. 100074. 100067. 100084.
 100092. 100093. 100074. 100067. 100072. 100072. 100098. 100073. 100068.
 100070. 100080. 100085. 100083. 100074. 100079. 100074. 100075. 100074.
 100072. 100070. 100085. 100074. 100074. 100074. 100074. 100083. 100087.
 100065. 100070. 100077. 100084. 100073. 100084. 100064. 100074. 100069.
 100072. 100075. 100094. 100064. 100068. 100082. 100079. 100067. 100072.
 100067. 100094. 100113. 100078. 100094. 100074. 100073. 100074. 100068.
 100084. 100077. 100082. 100064. 100064. 100064. 100065. 100064. 100073.
 100085. 100064. 100064. 100068. 100071. 100074. 100075. 100064. 100074.
 100068. 100064. 100068. 100095. 100093. 100074. 100072. 100069. 100079.
 100070.]",rooney 0,1.0,fair-bpa,0.6748313903808594,3792,0.01940952458949265,90,3,5,0,2,244,2900,adult
"[45929 39917 24295 19740 28264  1246 47739 38334  8710 29806 30244 37176
 37343 32090 17538 23467 42639  5473 39084 40415 31828 42935 15604  8742
 15279 13499  4625 26593  2319 14117 41982  1682 16740 19900 45600 22361
 35752 10964 41840  6524 10366  5588 40366 24638 34385  2361 18882 12677
 39419 26825 30913 28294 48629 14579 10771 16422 24983 24008 24510 33443
 38024 34998  5098 41557  7629  3368 47011 19080 27640 33904 40748 27635
 37784 18654 24105 28318  7090 42262  4898 38856 39038 47185 33253 12141
 35830  2103 20283 32918 36448  1616 18463 24673 29635 34729 17789  7517
 22385 33263 33692 41215]",1,"[100113. 100073. 100082.  27885. 100084. 100074. 100072. 100094. 100079.
 100074. 100069. 100065. 100074. 100067. 100071. 100093. 100070. 100079.
 100092. 100074. 100068. 100068. 100067. 100073. 100080. 100072. 100069.
 100072. 100072. 100079. 100083. 100072. 100085. 100072. 100067. 100070.
 100085. 100085. 100067. 100093. 100072. 100074. 100082. 100073. 100065.
 100074. 100074. 100065. 100074. 100085. 100083. 100077. 100098. 100068.
 100084. 100094. 100087. 100064. 100064. 100074. 100068. 100069. 100079.
 100072. 100084. 100084. 100070. 100069. 100078. 100075. 100068. 100082.
 100074. 100070. 100082. 100073. 100077. 100064. 100064. 100095. 100070.
 100075. 100068. 100074. 100064. 100064. 100093. 100094. 100074. 100074.
 100064. 100074. 100072. 100064. 100064. 100075. 100067. 100072. 100074.
 100075.]",rooney 1,0.9927875389169027,fair-bpa,1.0091569423675537,4848,0.02481470865238934,90,3,4,1,2,312,3708,adult
"[48629 45929 28318 39917 37343 24295 19740 33797 28264  8710  7090 41557
 33263 30913 31828 38856 33253  3368 36448 20283 29635 37784 40748  1246
 29806 34998 47739 35752  7629 37176 17538 42639  8742 30244 32090 19900
 24638 47185 23467 14117 15604 10771 45600 10366 22385 15279  1682  2319
 18882 12677 40415 22361 13499 33692 39038  7517 14579 39419 26825  5473
 10964 39084 38024 34385  2361  4625 24983 19080 47011 28294 33443 18654
  6524 12141 33904 41215 32918 41840  5098 42262 18463 27640 40366 42935
  3105  4898 35830 27635 14238 38334  5588 41982 24105 24673  2103 24510
 26593  1616 16740 16422]",2,"[100098. 100113. 100073. 100073. 100074. 100082.  27885.  27881. 100084.
 100079. 100077. 100072. 100072. 100083. 100068. 100095. 100068. 100084.
 100074. 100093. 100072. 100074. 100068. 100074. 100074. 100069. 100072.
 100085. 100084. 100065. 100071. 100070. 100073. 100069. 100067. 100072.
 100073. 100075. 100093. 100079. 100067. 100084. 100067. 100072. 100067.
 100080. 100072. 100072. 100074. 100065. 100074. 100070. 100072. 100074.
 100070. 100075. 100068. 100074. 100085. 100079. 100085. 100092. 100068.
 100065. 100074. 100069. 100087. 100069. 100070. 100077. 100074. 100070.
 100093. 100074. 100075. 100075. 100094. 100067. 100079. 100064. 100064.
 100078. 100082. 100068. 100064. 100064. 100064. 100082. 100064. 100094.
 100074. 100083. 100082. 100074. 100064. 100064. 100072. 100074. 100085.
 100094.]",rooney 2,0.9855746781352183,fair-bpa,0.8493170738220215,4848,0.02481470865238934,89,3,4,2,2,312,3708,adult
"[48629 45929 38856 28318 26593 39917 17538 37343 24295 18189 33797 19740
  8710 38873 28264 32918 16422 33692  5098 33263 22361  2361 40366 14117
 35752  1246 38334 10366 12141 47011 31828 27635 34385 24105 24638 39038
  3368 10771  7090 20283 36448 47739  4625 32090 34998 42639  5588 40748
  7517 19080 23467 30244 15604 47185 15279 33253  2319  1616 29635 29806
  8742 22385 37176 14579  5473 12677 40415 38024 18654 18882 39419 39084
 19900 28294 24983 45600 37784  6751 18463 41557 42935  1682 42262 41215
 10964 33443  3105 41840 41982 35830 26825 13499 24008  6524 30913  7629
 24673 16740 33904 27640]",3,"[100098. 100113. 100095. 100073. 100072. 100073. 100071. 100074. 100082.
  15079.  27881.  27885. 100079. 100049. 100084. 100094. 100094. 100074.
 100079. 100072. 100070. 100074. 100082. 100079. 100085. 100074. 100094.
 100072. 100074. 100070. 100068. 100082. 100065. 100082. 100073. 100070.
 100084. 100084. 100077. 100093. 100074. 100072. 100069. 100067. 100069.
 100070. 100074. 100068. 100075. 100069. 100093. 100069. 100067. 100075.
 100080. 100068. 100072. 100074. 100072. 100074. 100073. 100067. 100065.
 100068. 100079. 100065. 100074. 100068. 100070. 100074. 100074. 100092.
 100072. 100077. 100087. 100067. 100074. 100064. 100064. 100072. 100068.
 100072. 100064. 100075. 100085. 100074. 100064. 100067. 100083. 100064.
 100085. 100072. 100064. 100093. 100083. 100084. 100074. 100085. 100075.
 100078.]",rooney 3,0.9770810831551927,fair-bpa,3.6020567417144775,15192,0.07776094345030916,86,3,5,3,3,1040,12100,adult
"[48629 38856 16422 45929 26593 28318 39917 31111  4625 24295 37343 17538
 25195 33797 19740 18189 38873 45470  8710 28264 12141 33692 39084 34385
 41215 42935  8742 32918 10964 41557 24638 35752 33263 27635 19900  6524
  1246 20283 10366 40366  2361 10771 19080 47739 41840 38334  1616 24983
 36448 14117 33443  7090 45600 24673 32090 16740 23467 33253 18654  7517
 29806 37176 33904 31828 24105 40748 15604 15279  2319 37784 12677 26825
 34998 40415 41982  5098 18882 22361 30244 14579  5588 47185 29635 39419
 42639 28294  7629  1682  3368 22385 39038  5473 35830 47011 13499 18408
 27640 24008 30913 38024]",4,"[100098. 100095. 100094. 100113. 100072. 100073. 100073. 100064. 100069.
 100082. 100074. 100071.  15077.  27881.  27885.  15079. 100049.  13620.
 100079. 100084. 100074. 100074. 100092. 100065. 100075. 100068. 100073.
 100094. 100085. 100072. 100073. 100085. 100072. 100082. 100072. 100093.
 100074. 100093. 100072. 100082. 100074. 100084. 100069. 100072. 100067.
 100094. 100074. 100087. 100074. 100079. 100074. 100077. 100067. 100074.
 100067. 100085. 100093. 100068. 100070. 100075. 100074. 100065. 100075.
 100068. 100082. 100068. 100067. 100080. 100072. 100074. 100065. 100085.
 100069. 100074. 100083. 100079. 100074. 100070. 100069. 100068. 100074.
 100075. 100072. 100074. 100070. 100077. 100084. 100072. 100084. 100067.
 100070. 100079. 100064. 100070. 100072. 100064. 100078. 100064. 100083.
 100068.]",rooney 4,0.9599509010255366,fair-bpa,4.490049600601196,15252,0.07806805618115556,84,4,4,4,4,1044,12147,adult
